ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q1,Q2,Q3,SC0,SC1,SC2
302,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Disagree,Agree,Agree Somewhat,Agree,Agree Somewhat,Agree,Agree,Strongly Disagree,Agree,Don't Agree or Disagree,Agree,Disagree,Don't Agree or Disagree,Agree,Agree Somewhat,Disagree,Strongly Disagree,Agree Somewhat,Agree Somewhat,Agree,Strongly Disagree,Don't Agree or Disagree,Disagree,Somewhat Disagree,Agree,Don't Agree or Disagree,Agree,Agree Somewhat,Agree Somewhat,Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Mostly agree,Mostly agree,Mostly agree,30,127,65
303,18-33,Male,Male,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Disagree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Strongly Agree,Agree,Agree,Don't Agree or Disagree,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Somewhat Disagree,Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Disagree,Agree,Don't Agree or Disagree,Agree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Uncharacteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Agree,Strongly agree,Strongly agree,57,145,90
304,33-48,Female,,Other British,"Postgraduate Qualification, Masters",Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Agree Somewhat,Strongly Disagree,Agree Somewhat,Agree Somewhat,Disagree,Agree Somewhat,Agree Somewhat,Agree,Somewhat Disagree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Disagree,Disagree,Disagree,28,130,57
305,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree Somewhat,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Somewhat Disagree,Disagree,Somewhat Disagree,Agree Somewhat,Agree,Don't Agree or Disagree,Agree,Strongly Disagree,Agree,Agree,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Agree Somewhat,Somewhat Disagree,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Mostly disagree,Mostly disagree,Mostly agree,50,137,92
306,18-33,Female,,Other white ethnic group,Undergraduate Degree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree Somewhat,Agree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Disagree,Agree Somewhat,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Disagree,Strongly disagree,Disagree,57,178,98
307,18-33,Female,,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat Disagree,Strongly Disagree,Agree,Agree Somewhat,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree Somewhat,Strongly Disagree,Agree Somewhat,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree Somewhat,Somewhat Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree Somewhat,Strongly Agree,Agree Somewhat,Strongly Disagree,Strongly Agree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Disagree,Mostly disagree,Agree,57,120,87
308,18-33,Female,Female,Other white ethnic group,Undergraduate Degree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree,Agree Somewhat,Agree,Strongly Agree,Agree Somewhat,Agree Somewhat,Agree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,,Agree Somewhat,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Don't Agree or Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Disagree,Strongly disagree,Disagree,44,140,81
309,18-33,Female,Female,Other British,"Postgraduate Qualification, Masters",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree,Agree Somewhat,Agree Somewhat,Agree,Somewhat Disagree,Disagree,Agree Somewhat,Agree Somewhat,Disagree,Agree Somewhat,Agree,Disagree,Somewhat Disagree,Disagree,Don't Agree or Disagree,Disagree,Agree Somewhat,Disagree,Somewhat Disagree,Agree Somewhat,Agree,Agree,Agree,Don't Agree or Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Mostly agree,Mostly disagree,Mostly disagree,48,127,63
310,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Mostly agree,Mostly disagree,Mostly disagree,32,128,105
311,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat Disagree,Agree Somewhat,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree Somewhat,Agree,Agree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Agree,Agree Somewhat,Agree,Disagree,Don't Agree or Disagree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Mostly agree,Mostly agree,Mostly agree,41,142,88
312,18-33,Male,Male,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree Somewhat,Disagree,Agree,Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree,Strongly Agree,Disagree,Agree,Somewhat Disagree,Agree Somewhat,Disagree,Disagree,Agree Somewhat,Agree,Agree Somewhat,Disagree,Agree Somewhat,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely characteristic of me,Characteristic of me,Extremely characteristic of me,Mostly agree,Mostly agree,Mostly agree,47,144,85
313,18-33,Female,,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Disagree,Somewhat Disagree,Disagree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Disagree,Agree Somewhat,Agree,Agree,Somewhat Disagree,Disagree,Agree Somewhat,Somewhat Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree,Somewhat Disagree,Agree Somewhat,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Mostly disagree,Mostly disagree,Agree,29,127,57
315,18-33,Female,Female,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Agree Somewhat,Strongly Agree,Disagree,Agree,Agree Somewhat,Agree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree Somewhat,Disagree,Agree Somewhat,Strongly Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Disagree,Disagree,Disagree,28,139,85
316,33-48,Female,,Other white ethnic group,"Postgraduate Qualification, Masters",Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Agree,Agree Somewhat,Agree Somewhat,Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree,Agree,Agree Somewhat,Agree,Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Mostly disagree,Disagree,Disagree,43,140,70
317,18-33,Male,,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Agree Somewhat,Agree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree,Somewhat Disagree,Agree,Uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Mostly agree,Agree,Agree,40,135,119
318,18-33,Female,Female,Mixed or Multiple Ethnic Groups,Undergraduate Degree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Agree Somewhat,Somewhat Disagree,Somewhat Disagree,Agree Somewhat,Disagree,Agree,Don't Agree or Disagree,Somewhat Disagree,Don't Agree or Disagree,Strongly Agree,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Disagree,Agree Somewhat,Agree,Disagree,Disagree,Somewhat Disagree,Agree,Agree,Strongly Agree,Disagree,Agree Somewhat,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Characteristic of me,Characteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Mostly disagree,Disagree,Strongly disagree,44,136,100
