ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Introduction,Equality,Need,Equity,Entitlement,Q1,Q2,Q3,Q4,Q5,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q5_4_TEXT,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q10_9_TEXT,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,SC0,SC1,SC2
308,18-33,Female,Female,Scottish,Undergraduate Degree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree completely,Agree,Agree,Neither agree nor disagree,Disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegan,Less than 1 week,Yes,Vegan Diet,,Disagree,Not Sure,Not Sure,Not Sure,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Not Sure,Not Sure,Disagree,Agree,Not Sure,Agree,Disagree,Not Sure,Disagree,Agree,108,18,23
309,18-33,Female,Female,Mixed or Multiple Ethnic Groups,Undergraduate Degree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree completely,Agree,Agree,Agree completely,Neither agree nor disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,No,,No,,Vegan,2-4 weeks,Yes,Lacto-vegetarian Diet,,Not Sure,Agree,Not Sure,Strongly Agree,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,98,21,23
310,18-33,Male,Male,"Pakistani, Pakistani Scottish or Pakistani British",Undergraduate Degree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Undecided,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree completely,Agree completely,Agree completely,Disagree,Disagree completely,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Maybe,,No,,Vegetarian,1-2 months,Maybe,Vegetarian Diet,,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Not Sure,Disagree,Not Sure,Not Sure,Strongly Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Disagree,94,18,22
311,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Undecided,Undecided,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Undecided,Strongly Disagree,Disagree,Agree,Undecided,Disagree,Agree,Strongly Agree,Agree completely,Agree,Agree,Agree completely,Agree,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,No,,Vegetarian,1-2 months,No,Vegetarian Diet,,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Strongly Agree,Not Sure,Not Sure,Disagree,Not Sure,91,22,23
312,18-33,Female,Female,Scottish,Undergraduate Degree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree completely,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,Yes,,Vegan,6 months or more,Yes,Vegetarian Diet,,Disagree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Strongly Agree,Agree,Not Sure,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Not Sure,113,19,26
313,18-33,Female,,Other (not listed),"Postgraduate Qualification, Masters",Strongly Agree,Disagree,Undecided,Strongly Agree,Agree,Undecided,Undecided,Agree,Disagree,Strongly Agree,Undecided,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Undecided,Agree,Agree completely,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,5 minutes,,Maybe,,Yes,,Vegetarian,1-2 months,Maybe,Plant-Based Diet,,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Agree,Not Sure,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,87,17,26
314,33-48,Female,Female,Other British,PhD or other professional qualification,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree completely,Disagree completely,Disagree completely,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,30 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegetarian Diet,,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Not Sure,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,101,15,25
316,18-33,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Strongly Agree,Disagree,Undecided,Strongly Agree,Disagree,Disagree,Undecided,Agree,Strongly Disagree,Undecided,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Undecided,Agree,Disagree,Agree,Strongly Agree,Agree completely,Agree,Agree,Neither agree nor disagree,Disagree completely,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Other (please specify),Depends on the person,No,,Vegetarian with fish products,Less than 1 week,No,Atkins Diet,,Strongly Disagree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Not Sure,Agree,Strongly Disagree,Strongly Disagree,94,17,25
317,18-33,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Undecided,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Maybe,,No,,Vegan,Less than 1 week,Maybe,Other (please specify),,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Disagree,Agree,Agree,Not Sure,Disagree,Agree,Not Sure,Disagree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,83,15,23
318,18-33,Female,,Mixed or Multiple Ethnic Groups,Undergraduate Degree,Agree,Agree,Agree,Agree,Agree,Undecided,Disagree,Agree,Strongly Disagree,Undecided,Strongly Agree,Disagree,Disagree,Undecided,Strongly Agree,Strongly Agree,Agree,Disagree,Undecided,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegan,Less than 1 week,No,Other (please specify),,Not Sure,Not Sure,Disagree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Disagree,80,16,26
321,18-33,Female,,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree completely,Disagree,Agree,Agree completely,Agree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat red/white meat, fish, dairy, and eggs",Meat is limited or excluded,15 minutes,,Maybe,,No,,Vegetarian with fish products,2-4 weeks,Yes,Mediterranean Diet,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,87,20,19
322,33-48,Female,,Other white ethnic group,"Postgraduate Qualification, Masters",Agree,Undecided,Agree,Agree,Agree,Disagree,Undecided,Agree,Disagree,Agree,Undecided,Disagree,Disagree,Disagree,Agree,Undecided,Undecided,Disagree,Undecided,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegan,2-4 weeks,Maybe,I have never been on a diet,,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,86,18,26
323,18-33,Female,Female,Irish,"Postgraduate Qualification, Masters",Undecided,Strongly Disagree,Agree,Agree,Undecided,Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Undecided,Disagree,Disagree,Agree,Undecided,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Other (please specify),"Depends on health conditions. Some allergies would make a plant-based diet too restrictive to have a healthy diet (i.e. soy, nut, vegetable, fruit allergies)",Maybe,,Vegan,6 months or more,Yes,Atkins Diet,,Not Sure,Agree,Disagree,Strongly Agree,Not Sure,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,87,15,24
324,33-48,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Undecided,Disagree,Undecided,Undecided,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree completely,Disagree,Disagree completely,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,Yes,,Vegan,3-5 months,Yes,Vegetarian Diet,,Disagree,Agree,Disagree,Agree,Agree,Agree,Not Sure,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Not Sure,Disagree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Not Sure,102,16,25
326,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Agree,Undecided,Strongly Agree,Disagree,Agree,Undecided,Agree,Undecided,Strongly Agree,Agree,Disagree,Undecided,Strongly Disagree,Undecided,Agree,Agree,Undecided,Undecided,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegan,Less than 1 week,No,I have never been on a diet,,Agree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Disagree,84,14,24
327,18-33,Male,Male,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Undecided,Undecided,Strongly Agree,Strongly Disagree,Agree,Undecided,Strongly Agree,Undecided,Agree,Undecided,Disagree,Undecided,Agree,Agree,Agree,Disagree,Undecided,Undecided,Agree,Agree completely,Disagree completely,Disagree,Agree,Agree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Dairy is encouraged,30 minutes,,No,,No,,Vegetarian with fish products,2-4 weeks,Yes,I have never been on a diet,,Agree,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Agree,Disagree,Not Sure,78,16,24
328,18-33,Female,Female,Scottish,Undergraduate Degree,Agree,Undecided,Agree,Agree,Undecided,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Undecided,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree completely,Neither agree nor disagree,Agree,Agree,Agree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegetarian,2-4 weeks,No,I have never been on a diet,,Disagree,Agree,Not Sure,Agree,Not Sure,Agree,Disagree,Agree,Strongly Agree,Not Sure,Not Sure,Disagree,Not Sure,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,92,20,26
330,33-48,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Disagree,Disagree,Undecided,Strongly Agree,Undecided,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree completely,Disagree,Agree,Agree,Disagree completely,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Dairy is encouraged,5 minutes,,No,,No,,Vegan,6 months or more,No,I have never been on a diet,,Agree,Agree,Agree,Agree,Not Sure,Disagree,Disagree,Not Sure,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,93,16,27
332,18-33,Female,,Scottish,"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Undecided,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,Maybe,,Vegan,1-2 months,Maybe,I have never been on a diet,,Not Sure,Agree,Disagree,Agree,Not Sure,Agree,Disagree,Agree,Agree,Agree,Not Sure,Disagree,Agree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Disagree,Agree,101,15,26
333,33-48,Female,,"African, African Scottish or African British",Undergraduate Degree,Undecided,Strongly Agree,Undecided,Undecided,Agree,Undecided,Strongly Disagree,Agree,Undecided,Undecided,Strongly Disagree,Disagree,Undecided,Undecided,Agree,Undecided,Undecided,Undecided,Undecided,,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Do not eat red/white meat, but DO eat fish","Do not eat red/white meat, but DO eat fish",Similar to a vegan/vegetarian diet,15 minutes,,No,,No,,Vegan,Less than 1 week,Yes,I have never been on a diet,,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,65,16,25
334,18-33,Female,Female,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Eat all animal products,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Maybe,,Maybe,,Vegan,2-4 weeks,No,Vegetarian Diet,,Agree,Not Sure,Disagree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Strongly Agree,76,14,29
335,18-33,Female,Female,"African, African Scottish or African British",Undergraduate Degree,Agree,Agree,Undecided,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Undecided,Disagree,Disagree,Undecided,Agree,Disagree,Disagree,Undecided,Disagree,Undecided,Undecided,Agree,Disagree,Agree,Agree,Agree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,No,,Vegan,Less than 1 week,Maybe,I have never been on a diet,,Not Sure,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Disagree,81,18,30
